secs,storenum,dayofweek
39,740,Thur
531,671,Tues
32,394,Thur
141,296,Mon
321,492,Thur
143,742,Mon
161,769,Mon
119,84,Wed
420,383,Thur
154,703,Thur
162,32,Fri
93,704,Tues
561,260,Mon
189,294,Wed
305,537,Tues
123,736,Wed
237,376,Mon
101,343,Mon
358,606,Thur
125,755,Thur
228,586,Tues
362,226,Thur
562,243,Wed
460,21,Thur
92,163,Mon
111,611,Tues
114,27,Thur
220,803,Thur
325,452,Fri
148,2,Thur
425,609,Mon
520,406,Thur
62,749,Tues
249,106,Thur
160,36,Tues
96,371,Fri
87,358,Wed
229,509,Wed
37,102,Fri
487,553,Tues
171,156,Fri
270,524,Mon
185,433,Fri
122,372,Fri
57,759,Tues
57,779,Tues
90,264,Fri
375,412,Mon
137,808,Tues
140,808,Tues
179,349,Tues
460,427,Tues
154,124,Wed
143,24,Mon
96,320,Wed
100,357,Mon
245,170,Mon
389,267,Mon
106,467,Tues
598,9,Thur
121,253,Mon
347,460,Fri
129,849,Mon
457,400,Mon
88,343,Tues
76,753,Mon
173,622,Mon
51,595,Wed
147,234,Fri
113,361,Mon
131,436,Thur
136,638,Mon
70,293,Fri
170,521,Wed
410,97,Thur
121,84,Tues
51,16,Thur
328,412,Thur
214,621,Wed
166,287,Tues
160,111,Mon
122,595,Tues
215,565,Thur
115,420,Mon
244,86,Fri
94,789,Wed
331,483,Fri
127,396,Thur
119,537,Thur
391,665,Mon
94,728,Wed
150,84,Tues
188,654,Wed
208,199,Thur
92,740,Mon
272,389,Fri
133,659,Fri
158,672,Fri
492,254,Wed
140,502,Tues
70,888,Tues
100,725,Wed
70,259,Thur
151,449,Tues
107,743,Fri
450,864,Mon
157,705,Fri
179,124,Mon
175,670,Thur
240,71,Tues
153,74,Tues
280,621,Fri
206,163,Wed
110,26,Mon
112,264,Wed
53,457,Wed
405,833,Thur
443,356,Fri
118,161,Tues
455,850,Fri
370,829,Fri
102,282,Mon
108,660,Fri
51,370,Wed
99,114,Wed
251,6,Tues
326,355,Fri
269,194,Wed
174,278,Fri
191,167,Tues
249,671,Thur
78,514,Thur
240,653,Fri
282,652,Fri
162,659,Mon
203,142,Thur
128,783,Tues
575,217,Wed
417,163,Fri
512,607,Fri
153,830,Tues
172,4,Thur
62,122,Wed
136,199,Mon
41,757,Thur
97,281,Thur
48,677,Thur
100,70,Fri
478,333,Wed
34,228,Fri
583,33,Fri
440,34,Thur
85,311,Mon
221,831,Thur
30,343,Fri
163,558,Fri
214,890,Fri
126,718,Mon
443,555,Mon
508,464,Fri
524,447,Fri
555,269,Thur
151,671,Tues
140,20,Mon
331,208,Fri
182,18,Mon
180,756,Fri
93,472,Thur
124,80,Wed
45,620,Tues
212,51,Fri
121,840,Mon
85,244,Mon
327,534,Tues
290,307,Wed
350,271,Wed
144,246,Thur
139,230,Mon
40,766,Fri
128,611,Tues
271,142,Fri
127,728,Wed
449,608,Mon
201,317,Fri
145,798,Mon
119,859,Mon
73,374,Thur
42,845,Wed
114,86,Wed
35,264,Fri
599,47,Mon
392,569,Wed
48,826,Fri
166,176,Mon
434,323,Fri
327,101,Wed
354,465,Fri
426,358,Mon
108,444,Wed
528,29,Mon
62,552,Fri
62,622,Tues
302,567,Thur
426,508,Mon
131,863,Mon
174,242,Tues
160,281,Thur
323,253,Thur
80,380,Wed
369,456,Thur
113,796,Fri
218,661,Thur
128,399,Wed
97,341,Fri
153,565,Mon
125,474,Thur
312,390,Tues
154,378,Tues
73,221,Thur
301,889,Tues
586,197,Thur
561,513,Wed
201,68,Tues
210,277,Mon
32,682,Fri
68,427,Fri
294,728,Thur
210,698,Thur
281,670,Wed
173,371,Tues
441,489,Mon
154,584,Thur
90,283,Thur
102,26,Wed
135,842,Mon
115,154,Fri
408,451,Thur
116,552,Fri
299,26,Tues
147,125,Mon
165,342,Wed
41,660,Thur
51,880,Tues
150,88,Fri
179,66,Fri
253,621,Wed
169,582,Tues
80,133,Tues
154,745,Tues
115,333,Wed
208,884,Tues
220,259,Tues
453,422,Mon
109,468,Wed
155,588,Wed
115,785,Mon
216,84,Tues
247,59,Wed
323,871,Fri
146,181,Wed
319,117,Tues
163,630,Tues
253,398,Wed
42,46,Tues
383,254,Thur
291,572,Thur
114,239,Wed
187,566,Mon
410,752,Tues
293,724,Tues
67,342,Fri
89,207,Fri
486,637,Thur
128,512,Mon
154,788,Thur
152,15,Wed
127,181,Wed
139,250,Tues
43,204,Fri
425,661,Thur
136,87,Tues
454,609,Wed
375,201,Thur
125,123,Tues
164,52,Mon
509,806,Tues
94,464,Mon
180,248,Mon
147,100,Tues
116,202,Thur
275,647,Thur
60,686,Wed
134,572,Mon
198,430,Fri
329,793,Thur
182,90,Fri
152,117,Thur
149,577,Fri
109,886,Fri
300,178,Tues
239,211,Fri
112,863,Mon
513,237,Tues
170,234,Thur
169,488,Tues
269,728,Thur
183,810,Fri
131,334,Fri
140,485,Tues
314,623,Tues
143,103,Tues
135,356,Fri
177,602,Thur
512,416,Tues
427,534,Tues
138,871,Fri
229,106,Wed
215,573,Tues
442,195,Thur
232,47,Tues
252,694,Tues
333,79,Fri
138,15,Tues
111,875,Wed
226,367,Wed
73,373,Fri
142,574,Mon
253,646,Wed
198,43,Mon
121,20,Thur
71,434,Wed
325,64,Tues
157,521,Wed
326,180,Tues
402,796,Wed
212,376,Mon
121,157,Fri
156,57,Tues
60,671,Tues
184,154,Tues
156,300,Wed
257,267,Thur
128,557,Wed
168,739,Mon
148,789,Tues
140,370,Wed
318,701,Thur
88,569,Tues
160,769,Fri
384,311,Tues
127,842,Fri
104,106,Tues
112,275,Fri
150,33,Wed
41,83,Tues
136,51,Fri
134,165,Wed
466,883,Tues
145,542,Thur
47,746,Thur
145,15,Thur
129,13,Mon
478,51,Wed
122,300,Thur
213,61,Fri
334,210,Thur
291,426,Thur
380,155,Mon
244,564,Mon
294,763,Fri
57,263,Tues
530,487,Mon
179,52,Tues
187,122,Mon
198,415,Mon
188,539,Mon
152,153,Tues
155,12,Fri
446,569,Fri
344,271,Wed
579,121,Fri
112,376,Mon
137,702,Wed
476,844,Thur
140,243,Tues
337,227,Mon
57,226,Wed
101,833,Tues
32,270,Wed
339,887,Wed
529,748,Fri
113,42,Tues
147,626,Fri
118,377,Fri
34,689,Tues
223,218,Thur
258,710,Mon
146,62,Fri
325,398,Wed
60,836,Fri
303,528,Fri
172,232,Fri
125,635,Tues
179,859,Tues
105,779,Mon
125,217,Mon
458,842,Fri
151,333,Tues
174,833,Fri
93,359,Tues
208,468,Fri
95,433,Mon
595,832,Thur
185,343,Wed
63,30,Mon
251,838,Fri
53,91,Tues
83,582,Fri
204,588,Wed
105,782,Fri
149,844,Tues
153,62,Tues
42,149,Fri
66,819,Tues
54,276,Wed
165,342,Wed
138,274,Tues
479,723,Mon
186,567,Mon
242,241,Tues
106,284,Tues
77,146,Tues
509,721,Mon
236,766,Mon
172,526,Fri
104,706,Fri
170,762,Tues
289,848,Tues
135,493,Wed
501,443,Thur
278,658,Wed
111,580,Tues
177,182,Wed
116,156,Fri
152,93,Mon
114,142,Thur
172,788,Fri
368,263,Wed
43,419,Tues
187,696,Tues
283,97,Tues
446,408,Mon
256,291,Wed
141,114,Tues
201,383,Tues
212,393,Tues
104,498,Thur
517,810,Fri
281,106,Thur
389,441,Tues
159,295,Tues
88,777,Wed
238,252,Fri
149,668,Wed
411,324,Fri
149,863,Tues
50,571,Thur
224,188,Fri
169,336,Thur
352,771,Mon
142,187,Fri
314,246,Tues
43,41,Thur
150,58,Fri
164,838,Tues
138,548,Fri
167,386,Tues
388,789,Tues
99,277,Tues
123,834,Fri
149,742,Thur
157,152,Mon
508,16,Mon
438,207,Fri
582,361,Thur
87,694,Wed
361,613,Mon
560,327,Fri
158,652,Mon
134,322,Thur
67,249,Mon
157,81,Tues
90,397,Thur
265,259,Wed
447,191,Fri
508,58,Fri
184,484,Thur
118,150,Fri
498,392,Tues
554,340,Mon
172,433,Wed
150,325,Tues
406,410,Fri
116,509,Tues
121,762,Fri
66,170,Tues
202,364,Tues
527,810,Tues
150,343,Wed
176,163,Mon
156,164,Fri
167,8,Fri
203,584,Mon
32,665,Wed
407,244,Tues
187,731,Fri
126,660,Thur
185,308,Fri
381,363,Wed
157,308,Thur
70,33,Tues
514,759,Fri
285,835,Tues
170,707,Thur
365,741,Mon
98,451,Tues
119,145,Tues
91,333,Thur
483,836,Tues
311,365,Fri
384,166,Tues
504,431,Mon
281,335,Wed
36,38,Mon
162,392,Thur
106,569,Fri
32,353,Fri
153,859,Wed
455,439,Thur
247,854,Fri
456,775,Fri
177,476,Thur
81,741,Mon
149,402,Fri
263,140,Wed
43,9,Mon
160,593,Mon
90,288,Wed
203,59,Mon
443,485,Fri
376,416,Thur
140,30,Tues
523,614,Fri
348,359,Thur
149,422,Mon
146,652,Fri
152,360,Tues
389,410,Thur
201,106,Mon
146,429,Fri
152,239,Fri
178,665,Thur
183,860,Tues
374,84,Fri
102,260,Fri
97,90,Mon
275,744,Wed
144,56,Fri
355,41,Mon
299,167,Thur
233,285,Thur
78,841,Fri
32,62,Wed
526,476,Fri
48,800,Fri
118,562,Wed
391,302,Wed
301,856,Thur
165,542,Wed
300,334,Tues
231,257,Wed
117,816,Wed
249,889,Tues
316,242,Mon
113,184,Wed
102,71,Thur
508,869,Thur
107,375,Fri
142,828,Mon
366,859,Fri
149,415,Thur
387,531,Thur
58,719,Mon
399,624,Mon
141,376,Fri
136,293,Wed
164,606,Mon
182,368,Tues
56,574,Tues
100,740,Mon
121,680,Fri
189,74,Thur
161,791,Fri
498,206,Thur
494,860,Fri
154,580,Tues
117,151,Tues
433,361,Mon
243,44,Fri
124,839,Thur
143,458,Fri
332,346,Mon
177,836,Tues
40,703,Tues
327,14,Thur
452,687,Tues
168,236,Thur
228,525,Tues
164,777,Mon
220,510,Wed
248,321,Fri
239,350,Thur
60,859,Tues
93,775,Tues
570,891,Wed
114,204,Mon
149,550,Tues
486,475,Mon
299,840,Mon
479,629,Mon
90,47,Wed
171,407,Mon
102,435,Fri
185,377,Fri
219,736,Fri
147,448,Tues
128,170,Wed
162,539,Tues
80,516,Fri
178,388,Mon
320,256,Wed
522,575,Mon
351,754,Wed
285,189,Mon
113,579,Mon
148,628,Tues
147,566,Thur
76,436,Fri
68,290,Fri
449,196,Thur
35,127,Wed
560,772,Tues
302,591,Tues
384,855,Wed
55,862,Tues
144,643,Fri
96,587,Thur
144,323,Tues
162,73,Wed
153,657,Wed
193,485,Mon
354,358,Fri
117,448,Thur
129,862,Fri
183,807,Thur
416,401,Fri
550,609,Wed
125,408,Tues
433,479,Mon
216,805,Fri
65,337,Thur
545,772,Tues
212,742,Fri
73,345,Thur
254,176,Wed
413,657,Mon
111,757,Wed
389,318,Fri
140,9,Tues
126,790,Tues
154,714,Mon
111,734,Tues
43,679,Tues
287,161,Tues
118,748,Wed
120,854,Wed
89,190,Fri
313,264,Fri
442,55,Fri
109,96,Thur
561,602,Wed
154,208,Wed
108,439,Fri
170,619,Mon
72,366,Mon
160,478,Mon
120,790,Tues
82,334,Mon
349,593,Thur
218,229,Thur
592,484,Mon
161,809,Mon
146,274,Thur
172,145,Thur
543,744,Fri
145,807,Fri
98,416,Wed
240,216,Fri
139,684,Wed
162,111,Tues
473,779,Fri
56,795,Wed
130,684,Wed
121,623,Mon
460,882,Mon
363,66,Fri
371,358,Tues
110,54,Tues
91,850,Mon
117,518,Thur
350,781,Wed
383,288,Thur
363,90,Fri
50,502,Mon
114,774,Tues
105,232,Wed
100,11,Wed
40,420,Thur
280,601,Mon
399,734,Mon
450,686,Thur
411,198,Mon
520,765,Fri
129,285,Thur
486,560,Fri
149,849,Thur
168,61,Tues
233,637,Fri
99,869,Thur
171,542,Thur
327,640,Mon
162,270,Tues
157,494,Wed
110,612,Tues
296,70,Fri
173,239,Tues
412,676,Mon
255,646,Thur
133,255,Tues
552,621,Wed
39,871,Fri
324,736,Tues
336,263,Fri
154,696,Thur
253,568,Tues
138,246,Wed
83,255,Fri
149,84,Wed
123,681,Tues
475,556,Wed
98,517,Tues
247,399,Wed
112,280,Mon
193,399,Wed
127,117,Mon
446,444,Mon
474,616,Tues
431,415,Fri
452,78,Mon
37,559,Tues
170,406,Wed
287,449,Wed
105,267,Wed
118,642,Thur
123,417,Mon
568,548,Fri
311,520,Wed
40,751,Fri
100,97,Mon
166,314,Fri
480,791,Wed
85,585,Thur
43,736,Fri
221,836,Tues
480,479,Fri
123,644,Mon
306,64,Tues
154,853,Tues
205,264,Thur
137,569,Tues
229,104,Mon
142,393,Fri
41,418,Wed
120,397,Tues
155,476,Wed
175,465,Mon
457,508,Fri
378,892,Mon
303,603,Wed
83,160,Thur
226,726,Mon
414,636,Fri
88,171,Thur
183,392,Wed
108,846,Fri
98,570,Wed
393,233,Tues
452,108,Fri
167,336,Fri
167,867,Fri
391,568,Wed
128,794,Wed
270,229,Thur
499,611,Wed
92,671,Thur
405,338,Mon
317,421,Fri
112,36,Wed
148,628,Tues
428,727,Mon
172,516,Thur
196,701,Tues
279,306,Tues
99,478,Tues
219,225,Thur
536,323,Thur
302,443,Thur
174,211,Fri
325,576,Fri
158,212,Fri
100,760,Tues
144,595,Wed
166,113,Thur
442,146,Tues
365,759,Fri
480,710,Tues
547,583,Fri
450,777,Mon
286,473,Fri
219,651,Mon
353,846,Wed
80,545,Mon
114,549,Thur
311,173,Fri
350,839,Tues
114,135,Thur
315,685,Wed
78,859,Tues
127,610,Mon
45,188,Wed
48,474,Fri
172,533,Fri
426,93,Mon
163,628,Fri
155,272,Fri
340,736,Mon
125,650,Mon
213,489,Mon
48,423,Thur
429,93,Tues
496,190,Wed
184,359,Tues
221,602,Tues
39,212,Tues
544,588,Tues
547,455,Thur
246,457,Fri
136,177,Fri
144,603,Fri
420,315,Fri
377,281,Tues
377,233,Wed
503,227,Wed
111,417,Wed
346,605,Wed
465,470,Tues
365,744,Wed
199,755,Wed
132,274,Tues
128,625,Mon
382,419,Fri
166,409,Thur
239,369,Wed
372,162,Mon
446,744,Fri
159,378,Mon
242,281,Fri
119,821,Wed
167,387,Tues
320,441,Tues
141,471,Wed
52,355,Mon
122,809,Thur
70,370,Tues
184,306,Mon
214,402,Fri
158,252,Tues
42,678,Fri
169,284,Thur
133,423,Tues
341,724,Mon
477,248,Wed
113,612,Wed
136,346,Wed
100,364,Wed
403,407,Mon
600,739,Fri
246,744,Fri
80,205,Mon
437,682,Thur
166,228,Thur
176,476,Tues
146,88,Mon
319,345,Mon
40,771,Thur
135,144,Thur
149,492,Tues
96,827,Fri
48,255,Tues
112,11,Wed
129,448,Fri
546,539,Tues
344,413,Wed
65,259,Tues
160,355,Mon
365,335,Wed
581,327,Tues
131,766,Mon
490,227,Thur
286,559,Mon
130,6,Wed
165,556,Tues
67,381,Wed
512,220,Fri
147,268,Tues
122,461,Thur
544,759,Wed
179,483,Tues
123,113,Thur
139,601,Wed
189,717,Thur
97,351,Wed
337,467,Fri
152,650,Wed
394,438,Tues
102,635,Fri
156,334,Tues
108,397,Wed
317,39,Mon
275,372,Wed
91,427,Thur
172,425,Tues
217,745,Fri
433,515,Tues
35,645,Tues
412,791,Tues
552,734,Thur
35,651,Mon
85,80,Wed
35,737,Thur
214,642,Fri
134,844,Fri
98,746,Tues
165,885,Fri
82,763,Thur
65,513,Thur
361,823,Thur
286,313,Fri
72,60,Tues
281,594,Fri
235,192,Mon
109,271,Thur
65,42,Thur
435,770,Wed
400,300,Wed
385,887,Fri
61,333,Thur
67,71,Thur
443,629,Thur
131,77,Mon
326,507,Wed
132,255,Wed
166,318,Tues
134,434,Fri
365,373,Mon
171,267,Wed
557,654,Fri
263,744,Fri
43,617,Mon
119,467,Fri
85,5,Tues
298,535,Thur
145,674,Fri
384,727,Mon
50,178,Tues
124,385,Fri
196,712,Wed
382,374,Tues
214,632,Thur
173,804,Thur
139,436,Tues
194,429,Thur
346,58,Tues
337,800,Tues
452,385,Mon
524,12,Wed
40,636,Wed
307,695,Mon
223,818,Mon
76,392,Mon
273,173,Wed
426,18,Fri
144,455,Fri
218,515,Thur
103,465,Wed
70,65,Tues
228,585,Tues
150,274,Fri
452,105,Mon
79,97,Tues
79,597,Tues
140,724,Mon
101,305,Thur
87,870,Mon
96,298,Thur
104,582,Tues
47,809,Thur
70,301,Fri
110,637,Wed
132,228,Mon
405,550,Wed
437,296,Thur
161,578,Thur
527,522,Fri
91,543,Fri
143,643,Tues
542,44,Wed
94,337,Mon
271,744,Thur
152,192,Mon
183,290,Thur
103,34,Fri
210,517,Wed
146,139,Thur
595,327,Fri
155,882,Fri
154,265,Fri
228,863,Mon
485,222,Fri
115,472,Tues
39,762,Wed
43,691,Tues
70,865,Wed
223,571,Fri
252,107,Mon
158,192,Wed
100,210,Thur
63,186,Thur
283,415,Fri
486,174,Wed
33,201,Tues
105,378,Thur
103,14,Fri
109,162,Thur
122,492,Tues
32,651,Wed
251,465,Thur
164,696,Fri
339,178,Tues
260,50,Tues
542,838,Mon
326,320,Fri
192,304,Fri
68,470,Wed
277,367,Tues
567,22,Wed
104,787,Thur
122,821,Wed
184,49,Tues
135,181,Wed
139,246,Tues
144,142,Wed
41,458,Thur
267,124,Thur
92,153,Tues
133,87,Thur
155,592,Fri
172,291,Wed
124,449,Tues
124,377,Wed
173,704,Wed
102,746,Fri
52,613,Mon
207,798,Thur
276,695,Thur
163,394,Fri
192,524,Fri
361,412,Fri
478,631,Tues
338,857,Mon
115,145,Wed
130,850,Wed
461,835,Fri
309,371,Thur
96,222,Thur
133,540,Thur
168,660,Fri
426,601,Wed
57,337,Thur
108,473,Fri
79,151,Tues
110,86,Thur
344,119,Thur
279,267,Mon
403,758,Wed
174,57,Tues
156,862,Thur
30,546,Wed
147,488,Thur
60,885,Thur
316,863,Mon
190,890,Fri
149,474,Wed
92,230,Fri
69,18,Mon
105,774,Tues
413,226,Thur
248,658,Mon
148,205,Thur
559,193,Thur
136,813,Thur
135,121,Wed
67,39,Fri
78,699,Wed
496,813,Mon
169,635,Fri
94,103,Mon
87,77,Fri
52,293,Mon
405,608,Thur
287,526,Tues
157,737,Thur
255,852,Thur
519,303,Thur
44,886,Thur
409,843,Tues
50,417,Tues
353,315,Wed
163,598,Thur
59,757,Fri
191,800,Mon
181,858,Wed
222,260,Wed
513,57,Fri
89,523,Mon
332,140,Thur
513,654,Tues
190,194,Thur
159,51,Fri
232,805,Thur
102,254,Fri
316,715,Wed
571,831,Tues
192,458,Thur
35,812,Mon
73,134,Fri
33,361,Fri
144,9,Mon
190,527,Wed
88,404,Mon
114,486,Wed
356,848,Fri
184,826,Wed
450,878,Mon
431,34,Mon
532,686,Thur
516,624,Tues
205,838,Tues
133,35,Tues
47,763,Wed
135,336,Wed
224,832,Fri
118,17,Fri
87,669,Tues
316,858,Mon
130,95,Wed
297,594,Mon
286,678,Wed
64,785,Wed
595,30,Mon
165,656,Fri
71,144,Mon
147,372,Tues
136,400,Mon
238,204,Fri
58,402,Fri
37,325,Thur
140,128,Fri
189,620,Wed
140,534,Wed
170,359,Thur
84,388,Fri
530,558,Wed
31,370,Fri
341,178,Tues
66,641,Fri
102,371,Thur
309,717,Mon
263,878,Fri
137,691,Thur
149,433,Mon
49,630,Wed
57,765,Thur
484,514,Thur
95,874,Thur
243,359,Thur
175,168,Fri
576,682,Mon
59,252,Tues
426,807,Fri
487,624,Wed
135,813,Thur
545,488,Mon
312,817,Thur
534,872,Tues
68,617,Wed
107,380,Wed
164,385,Mon
205,53,Fri
123,681,Mon
400,590,Wed
80,562,Mon
423,629,Wed
114,258,Mon
121,49,Thur
109,445,Mon
160,623,Mon
222,491,Fri
148,643,Fri
343,807,Thur
253,255,Wed
239,122,Wed
97,211,Tues
553,788,Wed
284,275,Wed
90,834,Tues
511,378,Mon
95,349,Fri
406,106,Mon
168,152,Wed
180,56,Mon
46,855,Thur
116,634,Fri
51,538,Thur
239,585,Wed
78,596,Tues
156,145,Mon
326,750,Tues
358,368,Wed
144,593,Wed
284,421,Wed
517,397,Wed
96,4,Thur
111,273,Wed
554,117,Tues
182,18,Thur
104,195,Wed
68,263,Tues
135,652,Mon
548,323,Fri
412,786,Thur
54,93,Fri
142,864,Fri
177,110,Tues
206,262,Tues
175,433,Thur
123,567,Tues
192,832,Tues
54,339,Tues
88,458,Tues
33,279,Thur
562,801,Fri
94,799,Thur
284,370,Thur
390,433,Mon
422,676,Wed
46,819,Wed
277,745,Wed
218,828,Wed
174,218,Mon
493,839,Tues
189,267,Mon
255,383,Wed
87,855,Mon
39,543,Fri
334,228,Tues
127,650,Wed
158,608,Wed
125,682,Fri
159,270,Fri
132,204,Fri
164,189,Wed
45,50,Mon
156,573,Fri
441,819,Thur
42,565,Wed
106,836,Fri
123,681,Tues
441,68,Tues
132,302,Mon
507,151,Fri
107,3,Thur
301,834,Mon
174,395,Tues
216,881,Tues
255,567,Tues
511,608,Wed
414,512,Thur
162,606,Fri
443,420,Tues
169,509,Fri
571,56,Wed
129,331,Wed
303,608,Tues
524,33,Fri
76,712,Tues
121,140,Fri
162,356,Mon
388,214,Wed
261,130,Tues
575,647,Thur
273,321,Tues
177,795,Tues
461,848,Tues
421,236,Mon
87,240,Thur
129,83,Wed
79,188,Tues
55,291,Mon
86,27,Mon
116,132,Thur
105,299,Wed
443,34,Thur
569,417,Thur
166,96,Thur
287,54,Thur
328,407,Tues
127,458,Mon
159,460,Thur
293,134,Thur
135,522,Thur
171,304,Fri
138,839,Wed
135,494,Thur
113,70,Fri
95,401,Wed
106,479,Wed
135,851,Thur
239,866,Thur
115,166,Fri
52,45,Mon
135,525,Tues
165,203,Fri
366,317,Mon
207,12,Fri
102,488,Fri
393,810,Tues
365,508,Mon
130,232,Fri
65,690,Fri
197,730,Fri
59,424,Thur
155,794,Fri
34,636,Tues
102,283,Fri
132,380,Fri
553,60,Thur
124,870,Mon
295,59,Tues
160,661,Fri
461,128,Tues
149,860,Thur
245,552,Wed
141,413,Mon
230,385,Wed
63,757,Tues
494,71,Fri
98,298,Mon
369,22,Fri
545,753,Tues
245,564,Mon
510,15,Fri
127,82,Thur
125,518,Fri
358,317,Tues
131,609,Wed
146,68,Fri
186,652,Fri
400,188,Fri
142,146,Tues
522,47,Wed
72,69,Tues
181,681,Wed
140,747,Fri
226,760,Wed
477,553,Wed
98,16,Mon
418,106,Mon
163,51,Fri
39,79,Mon
434,378,Wed
100,43,Mon
598,620,Fri
134,771,Mon
141,27,Wed
155,652,Fri
38,326,Thur
182,185,Tues
94,779,Tues
139,642,Fri
370,790,Fri
503,422,Fri
79,755,Mon
237,490,Wed
151,362,Wed
238,238,Thur
187,870,Thur
198,409,Fri
207,816,Tues
515,651,Fri
129,313,Tues
448,241,Mon
326,231,Thur
423,645,Wed
71,243,Tues
357,625,Wed
114,535,Tues
150,490,Thur
242,229,Thur
213,203,Wed
442,402,Thur
75,552,Thur
336,362,Mon
334,78,Fri
212,576,Fri
219,474,Mon
42,56,Thur
125,571,Fri
55,226,Tues
497,620,Wed
200,307,Mon
92,13,Thur
505,421,Tues
161,522,Fri
213,314,Fri
158,413,Mon
36,240,Thur
554,636,Fri
168,187,Mon
82,126,Tues
134,644,Mon
248,6,Tues
45,685,Thur
172,316,Thur
130,822,Fri
69,303,Tues
161,284,Thur
592,887,Wed
373,136,Fri
91,868,Mon
389,462,Fri
126,676,Wed
124,426,Thur
277,739,Fri
159,214,Mon
145,116,Mon
98,279,Thur
209,680,Mon
102,150,Tues
114,718,Wed
471,666,Fri
157,269,Thur
129,49,Wed
83,293,Wed
126,129,Thur
155,574,Tues
179,786,Wed
150,546,Wed
80,131,Fri
158,281,Wed
533,586,Wed
139,300,Thur
147,631,Tues
136,167,Wed
206,466,Mon
98,854,Tues
81,443,Thur
206,661,Fri
130,91,Fri
357,706,Wed
312,585,Tues
116,750,Tues
537,247,Wed
192,725,Wed
450,265,Tues
126,845,Mon
123,831,Thur
160,721,Mon
101,157,Fri
390,542,Wed
120,760,Mon
588,344,Mon
299,862,Fri
134,571,Fri
555,392,Fri
365,181,Fri
167,129,Tues
406,142,Mon
135,242,Thur
60,229,Mon
90,660,Fri
581,598,Fri
369,695,Mon
114,371,Tues
93,869,Tues
226,512,Thur
297,205,Mon
518,360,Tues
154,437,Fri
173,436,Thur
145,503,Wed
254,777,Fri
237,345,Mon
182,368,Tues
234,26,Thur
345,544,Tues
238,16,Fri
159,560,Mon
185,374,Mon
437,836,Wed
32,382,Tues
135,227,Wed
145,566,Wed
152,232,Fri
53,806,Tues
189,638,Tues
503,72,Wed
96,292,Tues
140,361,Wed
464,27,Tues
564,142,Thur
297,17,Mon
212,618,Thur
393,478,Fri
320,391,Thur
197,93,Mon
335,175,Mon
65,520,Fri
140,881,Thur
124,8,Thur
150,567,Thur
42,399,Fri
73,404,Fri
514,73,Fri
252,477,Tues
145,854,Thur
48,388,Wed
214,547,Fri
94,499,Wed
198,620,Tues
167,682,Wed
230,710,Thur
114,737,Thur
551,771,Thur
183,681,Wed
346,609,Tues
510,872,Mon
114,145,Thur
188,841,Tues
113,412,Thur
546,501,Tues
144,496,Mon
360,165,Tues
344,824,Fri
53,458,Thur
232,152,Wed
192,282,Wed
152,303,Fri
239,859,Tues
296,600,Tues
149,536,Tues
188,828,Mon
321,367,Tues
172,784,Tues
201,137,Tues
443,866,Fri
165,778,Fri
244,462,Thur
138,718,Fri
139,587,Thur
369,402,Wed
211,798,Fri
127,484,Tues
133,353,Tues
321,670,Tues
127,687,Wed
153,406,Wed
366,750,Fri
358,212,Wed
128,859,Mon
116,359,Fri
366,465,Fri
59,5,Fri
131,842,Mon
490,302,Mon
468,40,Fri
116,519,Fri
126,832,Wed
126,512,Mon
208,552,Wed
421,422,Mon
234,64,Fri
152,287,Mon
245,609,Fri
157,673,Fri
64,253,Thur
304,34,Fri
558,543,Thur
72,265,Thur
381,511,Tues
80,486,Wed
460,776,Mon
137,784,Wed
441,539,Mon
435,657,Fri
57,481,Tues
166,110,Mon
123,710,Fri
148,562,Thur
44,424,Wed
431,337,Thur
91,288,Tues
159,6,Fri
118,320,Tues
92,170,Mon
400,374,Fri
95,805,Tues
228,824,Fri
105,86,Fri
133,830,Thur
169,191,Fri
124,251,Tues
202,617,Wed
116,855,Tues
153,494,Tues
387,591,Fri
178,799,Wed
536,530,Thur
133,613,Wed
165,435,Fri
43,547,Tues
156,297,Mon
269,69,Thur
151,70,Tues
87,454,Wed
132,769,Thur
78,611,Thur
87,480,Tues
159,659,Fri
128,705,Wed
134,546,Fri
141,671,Tues
415,882,Tues
325,651,Wed
178,10,Mon
383,528,Tues
418,794,Mon
245,472,Wed
579,244,Thur
148,388,Wed
158,151,Fri
180,127,Tues
146,286,Thur
120,562,Tues
99,634,Thur
269,335,Tues
132,751,Thur
152,386,Tues
53,257,Tues
179,776,Tues
73,710,Fri
443,822,Thur
549,520,Thur
170,365,Mon
381,484,Thur
263,533,Wed
465,685,Mon
214,73,Fri
125,821,Mon
430,182,Thur
351,4,Mon
167,603,Mon
130,99,Thur
377,785,Mon
283,470,Wed
46,14,Fri
141,206,Tues
376,224,Mon
119,9,Mon
130,435,Tues
106,258,Fri
113,703,Wed
102,624,Thur
122,270,Tues
49,357,Wed
163,846,Fri
123,621,Mon
303,161,Mon
426,480,Wed
113,782,Fri
83,883,Fri
150,383,Thur
131,452,Thur
173,764,Thur
524,334,Thur
169,669,Mon
180,259,Mon
226,513,Wed
127,467,Mon
185,307,Mon
169,23,Thur
155,402,Thur
69,663,Wed
173,46,Fri
222,198,Fri
162,872,Thur
135,103,Fri
228,858,Mon
304,157,Mon
50,497,Wed
121,691,Tues
77,62,Mon
152,752,Mon
166,74,Wed
329,219,Thur
290,48,Thur
38,840,Mon
590,600,Tues
